id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2977244,miyunshuiku_aq,2018-04-28 06:00:00,61.0,144.0,17.0,0.5,213.0,6.0
2977245,donggaocun_aq,2018-04-28 06:00:00,153.0,,24.0,0.9,203.0,17.0
2977246,yongledian_aq,2018-04-28 06:00:00,146.0,204.0,29.0,1.4,256.0,21.0
2977247,yufa_aq,2018-04-28 06:00:00,165.0,212.0,26.0,0.9,198.0,19.0
2977248,liulihe_aq,2018-04-28 06:00:00,102.0,192.0,20.0,0.7,,
2977249,qianmen_aq,2018-04-28 06:00:00,132.0,242.0,104.0,1.0,118.0,13.0
2977250,yongdingmennei_aq,2018-04-28 06:00:00,135.0,226.0,,1.3,145.0,21.0
2977251,xizhimenbei_aq,2018-04-28 06:00:00,134.0,251.0,100.0,1.0,117.0,13.0
2977252,nansanhuan_aq,2018-04-28 06:00:00,159.0,210.0,116.0,1.1,110.0,11.0
2977253,dongsihuan_aq,2018-04-28 06:00:00,145.0,196.0,115.0,1.1,101.0,10.0
2977275,dongsi_aq,2018-04-28 07:00:00,147.0,208.0,57.0,0.9,196.0,12.0
2977276,tiantan_aq,2018-04-28 07:00:00,129.0,212.0,42.0,1.0,193.0,13.0
2977277,guanyuan_aq,2018-04-28 07:00:00,136.0,209.0,62.0,0.9,198.0,12.0
2977278,wanshouxigong_aq,2018-04-28 07:00:00,136.0,240.0,49.0,1.2,188.0,10.0
2977279,aotizhongxin_aq,2018-04-28 07:00:00,136.0,190.0,77.0,0.7,157.0,9.0
2977280,nongzhanguan_aq,2018-04-28 07:00:00,141.0,243.0,59.0,0.9,180.0,10.0
2977281,wanliu_aq,2018-04-28 07:00:00,113.0,221.0,61.0,1.0,181.0,2.0
2977282,beibuxinqu_aq,2018-04-28 07:00:00,73.0,161.0,52.0,0.8,185.0,6.0
2977283,zhiwuyuan_aq,2018-04-28 07:00:00,,,,,,
2977284,fengtaihuayuan_aq,2018-04-28 07:00:00,134.0,209.0,41.0,0.9,207.0,11.0
2977285,yungang_aq,2018-04-28 07:00:00,97.0,160.0,29.0,0.8,224.0,9.0
2977286,gucheng_aq,2018-04-28 07:00:00,128.0,202.0,50.0,0.9,192.0,7.0
2977287,fangshan_aq,2018-04-28 07:00:00,111.0,,27.0,0.8,246.0,9.0
2977288,daxing_aq,2018-04-28 07:00:00,143.0,204.0,23.0,0.6,232.0,14.0
2977289,yizhuang_aq,2018-04-28 07:00:00,139.0,172.0,32.0,1.1,232.0,15.0
2977290,tongzhou_aq,2018-04-28 07:00:00,171.0,218.0,25.0,1.1,239.0,16.0
2977291,shunyi_aq,2018-04-28 07:00:00,132.0,259.0,62.0,1.2,185.0,13.0
2977292,pingchang_aq,2018-04-28 07:00:00,65.0,163.0,25.0,0.5,204.0,5.0
2977293,mentougou_aq,2018-04-28 07:00:00,79.0,148.0,53.0,0.7,180.0,6.0
2977294,pinggu_aq,2018-04-28 07:00:00,142.0,,25.0,1.0,260.0,17.0
2977295,huairou_aq,2018-04-28 07:00:00,70.0,159.0,32.0,0.5,183.0,6.0
2977296,miyun_aq,2018-04-28 07:00:00,90.0,159.0,34.0,0.7,216.0,7.0
2977297,yanqin_aq,2018-04-28 07:00:00,52.0,152.0,30.0,0.6,160.0,10.0
2977298,dingling_aq,2018-04-28 07:00:00,68.0,154.0,34.0,0.5,182.0,6.0
2977299,badaling_aq,2018-04-28 07:00:00,31.0,145.0,31.0,0.4,157.0,6.0
2977300,miyunshuiku_aq,2018-04-28 07:00:00,69.0,145.0,18.0,0.5,224.0,6.0
2977301,donggaocun_aq,2018-04-28 07:00:00,133.0,135.0,25.0,0.9,241.0,18.0
2977302,yongledian_aq,2018-04-28 07:00:00,151.0,214.0,29.0,1.5,284.0,20.0
2977303,yufa_aq,2018-04-28 07:00:00,161.0,176.0,21.0,0.9,223.0,18.0
2977304,liulihe_aq,2018-04-28 07:00:00,101.0,176.0,18.0,0.7,228.0,
2977305,qianmen_aq,2018-04-28 07:00:00,141.0,246.0,73.0,1.0,179.0,16.0
2977306,yongdingmennei_aq,2018-04-28 07:00:00,140.0,218.0,95.0,1.4,230.0,25.0
2977307,xizhimenbei_aq,2018-04-28 07:00:00,167.0,211.0,103.0,1.1,130.0,15.0
2977308,nansanhuan_aq,2018-04-28 07:00:00,155.0,190.0,89.0,1.0,168.0,12.0
2977309,dongsihuan_aq,2018-04-28 07:00:00,149.0,195.0,92.0,1.1,158.0,13.0
2977331,dongsi_aq,2018-04-28 08:00:00,150.0,205.0,33.0,0.9,259.0,12.0
2977332,tiantan_aq,2018-04-28 08:00:00,129.0,186.0,26.0,0.9,231.0,14.0
2977333,guanyuan_aq,2018-04-28 08:00:00,149.0,209.0,47.0,0.8,,12.0
2977334,wanshouxigong_aq,2018-04-28 08:00:00,137.0,225.0,35.0,1.2,231.0,9.0
2977335,aotizhongxin_aq,2018-04-28 08:00:00,141.0,192.0,48.0,0.7,230.0,11.0
2977336,nongzhanguan_aq,2018-04-28 08:00:00,140.0,233.0,39.0,0.9,229.0,9.0
2977337,wanliu_aq,2018-04-28 08:00:00,121.0,221.0,46.0,1.4,227.0,2.0
2977338,beibuxinqu_aq,2018-04-28 08:00:00,93.0,217.0,47.0,0.9,195.0,7.0
2977339,zhiwuyuan_aq,2018-04-28 08:00:00,,,,,,
2977340,fengtaihuayuan_aq,2018-04-28 08:00:00,122.0,195.0,26.0,0.9,249.0,11.0
2977341,yungang_aq,2018-04-28 08:00:00,101.0,155.0,18.0,0.8,269.0,10.0
2977342,gucheng_aq,2018-04-28 08:00:00,125.0,172.0,33.0,0.8,239.0,8.0
2977343,fangshan_aq,2018-04-28 08:00:00,103.0,,25.0,0.8,270.0,9.0
2977344,daxing_aq,2018-04-28 08:00:00,135.0,194.0,23.0,0.6,242.0,14.0
2977345,yizhuang_aq,2018-04-28 08:00:00,128.0,173.0,31.0,1.0,258.0,16.0
2977346,tongzhou_aq,2018-04-28 08:00:00,151.0,191.0,23.0,1.0,262.0,16.0
2977347,shunyi_aq,2018-04-28 08:00:00,150.0,157.0,43.0,1.3,242.0,14.0
2977348,pingchang_aq,2018-04-28 08:00:00,93.0,175.0,36.0,0.6,220.0,5.0
2977349,mentougou_aq,2018-04-28 08:00:00,94.0,162.0,44.0,0.8,220.0,7.0
2977350,pinggu_aq,2018-04-28 08:00:00,126.0,152.0,29.0,0.9,303.0,17.0
2977351,huairou_aq,2018-04-28 08:00:00,75.0,167.0,47.0,0.6,178.0,8.0
2977352,miyun_aq,2018-04-28 08:00:00,121.0,182.0,36.0,0.9,264.0,9.0
2977353,yanqin_aq,2018-04-28 08:00:00,50.0,170.0,26.0,0.5,185.0,5.0
2977354,dingling_aq,2018-04-28 08:00:00,74.0,143.0,40.0,0.6,194.0,5.0
2977355,badaling_aq,2018-04-28 08:00:00,43.0,191.0,34.0,0.4,177.0,4.0
2977356,miyunshuiku_aq,2018-04-28 08:00:00,84.0,171.0,20.0,0.6,246.0,6.0
2977357,donggaocun_aq,2018-04-28 08:00:00,130.0,142.0,26.0,0.9,260.0,15.0
2977358,yongledian_aq,2018-04-28 08:00:00,146.0,177.0,26.0,1.4,292.0,18.0
2977359,yufa_aq,2018-04-28 08:00:00,164.0,201.0,22.0,0.9,236.0,18.0
2977360,liulihe_aq,2018-04-28 08:00:00,111.0,220.0,,0.7,246.0,12.0
2977361,qianmen_aq,2018-04-28 08:00:00,144.0,198.0,53.0,1.0,232.0,15.0
2977362,yongdingmennei_aq,2018-04-28 08:00:00,133.0,182.0,67.0,1.4,273.0,22.0
2977363,xizhimenbei_aq,2018-04-28 08:00:00,170.0,196.0,79.0,1.0,177.0,16.0
2977364,nansanhuan_aq,2018-04-28 08:00:00,139.0,180.0,85.0,1.0,189.0,11.0
2977365,dongsihuan_aq,2018-04-28 08:00:00,146.0,175.0,62.0,1.1,213.0,13.0
2977387,dongsi_aq,2018-04-28 09:00:00,131.0,164.0,31.0,0.9,271.0,12.0
2977388,tiantan_aq,2018-04-28 09:00:00,114.0,160.0,25.0,0.9,236.0,13.0
